ts,btc,eth,ltc,xrp,bch,doge,xlm,xmr,etc,ada,link,trx
1321574400,2.10506600321449,,,,,,,,,,,
1321660800,2.20345672180012,,,,,,,,,,,
1321747200,2.20198950964348,,,,,,,,,,,
1321833600,2.27987916540035,,,,,,,,,,,
1321920000,2.32245859614261,,,,,,,,,,,
1322006400,2.33032356750438,,,,,,,,,,,
1322092800,2.43887900029223,,,,,,,,,,,
1322179200,2.49616100292227,,,,,,,,,,,
1322265600,2.47179996902396,,,,,,,,,,,
1322352000,2.47756495119813,,,,,,,,,,,
1322438400,2.5412402521917,,,,,,,,,,,
1322524800,2.75769848275862,,,,,,,,,,,
1322611200,2.9660415458796,,,,,,,,,,,
1322697600,3.08258945002922,,,,,,,,,,,
1322784000,3.10040233313852,,,,,,,,,,,
1322870400,2.80385618527177,,,,,,,,,,,
1322956800,2.81969397603741,,,,,,,,,,,
1323043200,2.87479622735242,,,,,,,,,,,
1323129600,3.02536045149036,,,,,,,,,,,
1323216000,2.98550242109877,,,,,,,,,,,
1323302400,2.99188048305085,,,,,,,,,,,
1323388800,2.95579195207481,,,,,,,,,,,
1323475200,3.06897526709527,,,,,,,,,,,
1323561600,3.2492688471654,,,,,,,,,,,
1323648000,3.18733535651666,,,,,,,,,,,
1323734400,3.24108840853302,,,,,,,,,,,
1323820800,3.1550865043834,,,,,,,,,,,
1323907200,3.20313854061952,,,,,,,,,,,
1323993600,3.2091377773232,,,,,,,,,,,
1324080000,3.19254170426651,,,,,,,,,,,
1324166400,3.19401080888369,,,,,,,,,,,
1324252800,3.52577391934541,,,,,,,,,,,
1324339200,3.95255082729398,,,,,,,,,,,
1324425600,3.88899325073057,,,,,,,,,,,
1324512000,3.90306042051432,,,,,,,,,,,
1324598400,3.93796507597896,,,,,,,,,,,
1324684800,3.93941911864407,,,,,,,,,,,
1324771200,4.23386687784921,,,,,,,,,,,
1324857600,3.99912196405611,,,,,,,,,,,
1324944000,4.0955185458796,,,,,,,,,,,
1325030400,4.20729587609585,,,,,,,,,,,
1325116800,4.17335222676797,,,,,,,,,,,
1325203200,4.31063509000584,,,,,,,,,,,
1325289600,4.71430633138515,,,,,,,,,,,
