ts,open,high,low,close,volume,adract,mvrv,txcnt
1284076800,0.0610115242548218,0.0610115242548218,0.0610115242548218,0.0610115242548218,0.0,529.0,4.74669508,171.0
1284163200,0.0636208649912332,0.0636208649912332,0.0636208649912332,0.0636208649912332,0.0,426.0,4.91061134,141.0
1284249600,0.0615,0.0615,0.0615,0.0615,0.0,708.0,4.69699949,199.0
1284336000,0.06218,0.06218,0.06218,0.06218,0.0,722.0,4.70641545,267.0
1284422400,0.06199,0.06199,0.06199,0.06199,0.0,680.0,4.64512859,227.0
1284508800,0.0604,0.0604,0.0604,0.0604,0.0,666.0,4.45428881,261.0
1284595200,0.0619,0.0619,0.0619,0.0619,0.0,666.0,4.47633904,211.0
1284681600,0.0600005260081823,0.0600005260081823,0.0600005260081823,0.0600005260081823,0.0,1008.0,4.19274776,155.0
1284768000,0.061,0.061,0.061,0.061,0.0,573.0,4.22048014,165.0
1284854400,0.0627,0.0627,0.0627,0.0627,0.0,667.0,4.29534109,149.0
1284940800,0.0621017358270018,0.0621017358270018,0.0621017358270018,0.0621017358270018,0.0,711.0,4.22043399,275.0
1285027200,0.06265,0.06265,0.06265,0.06265,0.0,1227.0,4.22602175,631.0
1285113600,0.061881870251315,0.061881870251315,0.061881870251315,0.061881870251315,0.0,1056.0,4.14162414,520.0
1285200000,0.062153512565751,0.062153512565751,0.062153512565751,0.062153512565751,0.0,1027.0,4.11497371,399.0
1285286400,0.0622,0.0622,0.0622,0.0622,0.0,808.0,4.07954667,268.0
1285372800,0.06202,0.06202,0.06202,0.06202,0.0,837.0,4.03278411,332.0
1285459200,0.062,0.062,0.062,0.062,0.0,634.0,4.00070639,206.0
1285545600,0.0622004418468732,0.0622004418468732,0.0622004418468732,0.0622004418468732,0.0,1251.0,3.91751164,350.0
1285632000,0.0619038977206312,0.0619038977206312,0.0619038977206312,0.0619038977206312,0.0,1705.0,3.70318762,284.0
1285718400,0.06191,0.06191,0.06191,0.06191,0.0,1203.0,3.67369778,812.0
1285804800,0.0619,0.0619,0.0619,0.0619,0.0,640.0,3.58697479,215.0
1285891200,0.0619733138515488,0.0619733138515488,0.0619733138515488,0.0619733138515488,0.0,852.0,3.57218676,445.0
1285977600,0.0614,0.0614,0.0614,0.0614,0.0,798.0,3.26607208,404.0
1286064000,0.0610648684979544,0.0610648684979544,0.0610648684979544,0.0610648684979544,0.0,648.0,3.2380791,235.0
1286150400,0.0612944769140853,0.0612944769140853,0.0612944769140853,0.0612944769140853,0.0,852.0,3.23417646,258.0
1286236800,0.0614,0.0614,0.0614,0.0614,0.0,688.0,3.17003606,244.0
1286323200,0.06281,0.06281,0.06281,0.06281,0.0,682.0,3.22421336,231.0
1286409600,0.067,0.067,0.067,0.067,0.0,654.0,3.40312006,184.0
1286496000,0.0844531081239041,0.0844531081239041,0.0844531081239041,0.0844531081239041,0.0,813.0,4.14833833,207.0
1286582400,0.0938,0.0938,0.0938,0.0938,0.0,753.0,4.40766563,245.0
1286668800,0.0971462010520164,0.0971462010520164,0.0971462010520164,0.0971462010520164,0.0,631.0,4.45879954,186.0
1286755200,0.095,0.095,0.095,0.095,0.0,632.0,4.28117529,184.0
1286841600,0.0949,0.0949,0.0949,0.0949,0.0,643.0,4.2360293,195.0
1286928000,0.104865589129164,0.104865589129164,0.104865589129164,0.104865589129164,0.0,929.0,4.55044647,187.0
1287014400,0.102,0.102,0.102,0.102,0.0,626.0,4.35844526,159.0
1287100800,0.105,0.105,0.105,0.105,0.0,582.0,4.34353862,152.0
1287187200,0.101,0.101,0.101,0.101,0.0,933.0,4.06985428,185.0
1287273600,0.102,0.102,0.102,0.102,0.0,751.0,4.06277933,186.0
1287360000,0.1024,0.1024,0.1024,0.1024,0.0,947.0,4.02994877,328.0
1287446400,0.0975448918760959,0.0975448918760959,0.0975448918760959,0.0975448918760959,0.0,1411.0,3.80761656,671.0
1287532800,0.099,0.099,0.099,0.099,0.0,1218.0,3.8186494,475.0
1287619200,0.107,0.107,0.107,0.107,0.0,983.0,4.00919854,350.0
1287705600,0.1025,0.1025,0.1025,0.1025,0.0,958.0,3.82096178,439.0
1287792000,0.104556424313267,0.104556424313267,0.104556424313267,0.104556424313267,0.0,838.0,3.85485171,341.0
1287878400,0.11501,0.11501,0.11501,0.11501,0.0,848.0,4.14384219,344.0
1287964800,0.139118552893045,0.139118552893045,0.139118552893045,0.139118552893045,0.0,763.0,4.88883386,209.0
1288051200,0.151,0.151,0.151,0.151,0.0,900.0,5.14523738,280.0
1288137600,0.1877,0.1877,0.1877,0.1877,0.0,1075.0,6.05058402,353.0
1288224000,0.1731,0.1731,0.1731,0.1731,0.0,1012.0,5.2615273,276.0
1288310400,0.19,0.19,0.19,0.19,0.0,829.0,5.63366942,234.0
1288396800,0.197610543541789,0.197610543541789,0.197610543541789,0.197610543541789,0.0,657.0,5.72124637,174.0
1288483200,0.1925,0.1925,0.1925,0.1925,0.0,609.0,5.43761091,129.0
1288569600,0.194525061367621,0.194525061367621,0.194525061367621,0.194525061367621,0.0,565.0,5.41406405,180.0
1288656000,0.1938,0.1938,0.1938,0.1938,0.0,446.0,5.28311477,101.0
1288742400,0.1931,0.1931,0.1931,0.1931,0.0,578.0,5.18370173,157.0
1288828800,0.229275160724722,0.229275160724722,0.229275160724722,0.229275160724722,0.0,632.0,5.7153824,157.0
1288915200,0.259112413793104,0.259112413793104,0.259112413793104,0.259112413793104,0.0,828.0,6.25148898,221.0
1289001600,0.400982302746932,0.400982302746932,0.400982302746932,0.400982302746932,0.0,588.0,8.19405221,165.0
1289088000,0.34,0.34,0.34,0.34,0.0,688.0,6.73312638,210.0
1289174400,0.243184628872005,0.243184628872005,0.243184628872005,0.243184628872005,0.0,1570.0,4.59520726,241.0
1289260800,0.217272694330801,0.217272694330801,0.217272694330801,0.217272694330801,0.0,651.0,4.06257605,193.0
1289347200,0.229549731151373,0.229549731151373,0.229549731151373,0.229549731151373,0.0,655.0,4.25825739,196.0
1289433600,0.2231,0.2231,0.2231,0.2231,0.0,594.0,4.10381259,172.0
1289520000,0.2682,0.2682,0.2682,0.2682,0.0,457.0,4.88620474,117.0
1289606400,0.276,0.276,0.276,0.276,0.0,587.0,4.93212505,118.0
1289692800,0.27904,0.27904,0.27904,0.27904,0.0,945.0,4.88743661,164.0
1289779200,0.268464555815313,0.268464555815313,0.268464555815313,0.268464555815313,0.0,4487.0,4.51276218,5457.0
1289865600,0.225,0.225,0.225,0.225,0.0,3228.0,3.76028119,8121.0
1289952000,0.241939333722969,0.241939333722969,0.241939333722969,0.241939333722969,0.0,674.0,4.00641517,186.0
1290038400,0.269057790765634,0.269057790765634,0.269057790765634,0.269057790765634,0.0,651.0,4.39720823,1846.0
1290124800,0.27829,0.27829,0.27829,0.27829,0.0,635.0,4.48312449,9313.0
1290211200,0.283015964932788,0.283015964932788,0.283015964932788,0.283015964932788,0.0,783.0,4.49841005,9227.0
1290297600,0.27675,0.27675,0.27675,0.27675,0.0,768.0,4.36944711,9857.0
1290384000,0.285,0.285,0.285,0.285,0.0,651.0,4.46021601,199.0
1290470400,0.28295,0.28295,0.28295,0.28295,0.0,627.0,4.38599831,184.0
1290556800,0.282905736411455,0.282905736411455,0.282905736411455,0.282905736411455,0.0,960.0,4.33600482,3844.0
1290643200,0.28,0.28,0.28,0.28,0.0,927.0,4.23185505,4745.0
1290729600,0.2844,0.2844,0.2844,0.2844,0.0,1177.0,4.23141948,1089.0
1290816000,0.283,0.283,0.283,0.283,0.0,828.0,4.17587813,265.0
1290902400,0.271358679135009,0.271358679135009,0.271358679135009,0.271358679135009,0.0,707.0,3.97931625,281.0
1290988800,0.230559456458212,0.230559456458212,0.230559456458212,0.230559456458212,0.0,905.0,3.37289742,247.0
1291075200,0.2082,0.2082,0.2082,0.2082,0.0,817.0,3.0371558,261.0
1291161600,0.2275,0.2275,0.2275,0.2275,0.0,1127.0,3.31113157,324.0
1291248000,0.255,0.255,0.255,0.255,0.0,770.0,3.6445754,259.0
1291334400,0.251060083576856,0.251060083576856,0.251060083576856,0.251060083576856,0.0,887.0,3.57134671,198.0
1291420800,0.205000526008182,0.205000526008182,0.205000526008182,0.205000526008182,0.0,731.0,2.90733946,190.0
1291507200,0.202850017533606,0.202850017533606,0.202850017533606,0.202850017533606,0.0,685.0,2.86401711,192.0
1291593600,0.204,0.204,0.204,0.204,0.0,742.0,2.83306957,228.0
1291680000,0.233420385739334,0.233420385739334,0.233420385739334,0.233420385739334,0.0,1138.0,3.1967626,330.0
1291766400,0.2388,0.2388,0.2388,0.2388,0.0,903.0,3.24906898,282.0
1291852800,0.199991694330801,0.199991694330801,0.199991694330801,0.199991694330801,0.0,857.0,2.71091675,273.0
1291939200,0.204,0.204,0.204,0.204,0.0,644.0,2.7619015,229.0
1292025600,0.228,0.228,0.228,0.228,0.0,1052.0,3.07070131,367.0
1292112000,0.219853611922852,0.219853611922852,0.219853611922852,0.219853611922852,0.0,1220.0,2.94969685,482.0
1292198400,0.227605236703682,0.227605236703682,0.227605236703682,0.227605236703682,0.0,1685.0,3.03156879,510.0
1292284800,0.24669,0.24669,0.24669,0.24669,0.0,1103.0,3.26966627,470.0
1292371200,0.24,0.24,0.24,0.24,0.0,1081.0,3.15229808,443.0
1292457600,0.24996,0.24996,0.24996,0.24996,0.0,954.0,3.26455554,358.0
1292544000,0.242655815312683,0.242655815312683,0.242655815312683,0.242655815312683,0.0,795.0,3.15712017,294.0
1292630400,0.241,0.241,0.241,0.241,0.0,879.0,3.11960091,348.0
1292716800,0.2401,0.2401,0.2401,0.2401,0.0,1089.0,3.09706546,371.0
1292803200,0.267,0.267,0.267,0.267,0.0,1460.0,3.39996207,769.0
1292889600,0.241436002337814,0.241436002337814,0.241436002337814,0.241436002337814,0.0,1083.0,3.01272532,433.0
1292976000,0.25,0.25,0.25,0.25,0.0,1237.0,3.10757151,516.0
1293062400,0.249970127995324,0.249970127995324,0.249970127995324,0.249970127995324,0.0,1002.0,3.09503865,362.0
1293148800,0.248,0.248,0.248,0.248,0.0,845.0,3.05891168,379.0
1293235200,0.2499,0.2499,0.2499,0.2499,0.0,1076.0,3.06790542,465.0
1293321600,0.264962127410871,0.264962127410871,0.264962127410871,0.264962127410871,0.0,1032.0,3.23677185,439.0
1293408000,0.264785388661601,0.264785388661601,0.264785388661601,0.264785388661601,0.0,1151.0,3.21872427,378.0
1293494400,0.281,0.281,0.281,0.281,0.0,1015.0,3.39360976,473.0
1293580800,0.3,0.3,0.3,0.3,0.0,1042.0,3.55514947,383.0
1293667200,0.3,0.3,0.3,0.3,0.0,1049.0,3.53000117,396.0
1293753600,0.3,0.3,0.3,0.3,0.0,876.0,3.51255257,382.0
1293840000,0.3,0.3,0.3,0.3,0.0,1071.0,3.49431915,473.0
1293926400,0.29997,0.29997,0.29997,0.29997,0.0,1097.0,3.46374621,418.0
1294012800,0.295,0.295,0.295,0.295,0.0,1405.0,3.38619201,997.0
1294099200,0.29895,0.29895,0.29895,0.29895,0.0,1111.0,3.41744847,842.0
1294185600,0.298916302162478,0.298916302162478,0.298916302162478,0.298916302162478,0.0,1497.0,3.39994438,1161.0
1294272000,0.298,0.298,0.298,0.298,0.0,1166.0,3.37409013,519.0
1294358400,0.32,0.32,0.32,0.32,0.0,1269.0,3.59662517,887.0
1294444800,0.3229,0.3229,0.3229,0.3229,0.0,1439.0,3.60311438,1219.0
1294531200,0.323,0.323,0.323,0.323,0.0,1390.0,3.58303029,1065.0
1294617600,0.32659,0.32659,0.32659,0.32659,0.0,1458.0,3.56790627,1167.0
1294704000,0.32659,0.32659,0.32659,0.32659,0.0,1564.0,3.47434474,1188.0
1294790400,0.318799621274109,0.318799621274109,0.318799621274109,0.318799621274109,0.0,1248.0,3.37613389,988.0
1294876800,0.3176,0.3176,0.3176,0.3176,0.0,1700.0,3.31520101,1102.0
1294963200,0.399990005844535,0.399990005844535,0.399990005844535,0.399990005844535,0.0,1622.0,4.10741466,1080.0
1295049600,0.386,0.386,0.386,0.386,0.0,1425.0,3.93479597,799.0
1295136000,0.38679,0.38679,0.38679,0.38679,0.0,1501.0,3.89072744,731.0
1295222400,0.3495,0.3495,0.3495,0.3495,0.0,1356.0,3.48443916,655.0
1295308800,0.31299,0.31299,0.31299,0.31299,0.0,1462.0,3.11008305,708.0
1295395200,0.31299,0.31299,0.31299,0.31299,0.0,1523.0,3.07260733,730.0
1295481600,0.39,0.39,0.39,0.39,0.0,1474.0,3.78751517,749.0
1295568000,0.41991,0.41991,0.41991,0.41991,0.0,1931.0,4.03324208,976.0
1295654400,0.44003552893045,0.44003552893045,0.44003552893045,0.44003552893045,0.0,2184.0,4.1752733,1256.0
1295740800,0.4424,0.4424,0.4424,0.4424,0.0,1918.0,4.11467439,914.0
1295827200,0.4199,0.4199,0.4199,0.4199,0.0,2090.0,3.8538566,1156.0
1295913600,0.41,0.41,0.41,0.41,0.0,1410.0,3.73958941,714.0
1296000000,0.415085129748685,0.415085129748685,0.415085129748685,0.415085129748685,0.0,1771.0,3.28267628,827.0
1296086400,0.4212,0.4212,0.4212,0.4212,0.0,1472.0,3.29852211,683.0
1296172800,0.444484044418469,0.444484044418469,0.444484044418469,0.444484044418469,0.0,1790.0,3.44964227,961.0
1296259200,0.439,0.439,0.439,0.439,0.0,2012.0,3.35970677,1156.0
1296345600,0.477142033898305,0.477142033898305,0.477142033898305,0.477142033898305,0.0,3365.0,3.62408311,2612.0
1296432000,0.525136870251315,0.525136870251315,0.525136870251315,0.525136870251315,0.0,2089.0,3.88967746,1055.0
1296518400,0.707510116890707,0.707510116890707,0.707510116890707,0.707510116890707,0.0,1901.0,5.02344554,854.0
1296604800,0.725434821741671,0.725434821741671,0.725434821741671,0.725434821741671,0.0,1491.0,4.95514811,727.0
1296691200,0.693898367621274,0.693898367621274,0.693898367621274,0.693898367621274,0.0,1273.0,4.68663449,641.0
1296777600,0.810958971361777,0.810958971361777,0.810958971361777,0.810958971361777,0.0,1505.0,5.36029838,714.0
1296864000,0.911671477498539,0.911671477498539,0.911671477498539,0.911671477498539,0.0,1514.0,5.79068626,697.0
1296950400,0.898,0.898,0.898,0.898,0.0,1345.0,5.59155797,684.0
1297036800,0.889421369959088,0.889421369959088,0.889421369959088,0.889421369959088,0.0,1389.0,5.25293615,685.0
1297123200,0.918,0.918,0.918,0.918,0.0,1472.0,5.35492291,711.0
1297209600,1.01605024547049,1.01605024547049,1.01605024547049,1.01605024547049,0.0,2127.0,5.69602563,1054.0
1297296000,0.979652963179427,0.979652963179427,0.979652963179427,0.979652963179427,0.0,3556.0,5.38116292,1852.0
1297382400,1.05406945353594,1.05406945353594,1.05406945353594,1.05406945353594,0.0,4302.0,5.62034798,2163.0
1297468800,1.07870328404442,1.07870328404442,1.07870328404442,1.07870328404442,0.0,3312.0,5.66318761,1735.0
1297555200,1.05,1.05,1.05,1.05,0.0,3244.0,5.42738984,1605.0
1297641600,1.07001262419638,1.07001262419638,1.07001262419638,1.07001262419638,0.0,4141.0,5.31812686,1824.0
1297728000,1.05,1.05,1.05,1.05,0.0,3347.0,5.15817185,1956.0
1297814400,1.031687628872,1.031687628872,1.031687628872,1.031687628872,0.0,2995.0,5.01369832,1872.0
1297900800,1.0399231975453,1.0399231975453,1.0399231975453,1.0399231975453,0.0,3527.0,5.00090272,2042.0
1297987200,0.898955914669784,0.898955914669784,0.898955914669784,0.898955914669784,0.0,3589.0,4.27713788,1815.0
1298073600,0.944028116890707,0.944028116890707,0.944028116890707,0.944028116890707,0.0,2904.0,4.46173899,1436.0
1298160000,0.865,0.865,0.865,0.865,0.0,3176.0,4.04564986,1753.0
1298246400,0.835747428404442,0.835747428404442,0.835747428404442,0.835747428404442,0.0,3317.0,3.8865163,1804.0
1298332800,0.877041779661017,0.877041779661017,0.877041779661017,0.877041779661017,0.0,3759.0,4.03903963,1944.0
1298419200,0.9,0.9,0.9,0.9,0.0,3811.0,4.11116115,2042.0
1298505600,0.989095265926359,0.989095265926359,0.989095265926359,0.989095265926359,0.0,3644.0,4.46075117,1886.0
1298592000,0.914652001753361,0.914652001753361,0.914652001753361,0.914652001753361,0.0,3465.0,4.09708361,1847.0
1298678400,0.958,0.958,0.958,0.958,0.0,3482.0,4.20136279,1639.0
1298764800,0.895033114552893,0.895033114552893,0.895033114552893,0.895033114552893,0.0,3685.0,3.85737612,2058.0
1298851200,0.860220923436587,0.860220923436587,0.860220923436587,0.860220923436587,0.0,3029.0,3.66264324,1549.0
1298937600,0.921096891876096,0.921096891876096,0.921096891876096,0.921096891876096,0.0,5342.0,3.45556491,2697.0
1299024000,0.9399,0.9399,0.9399,0.9399,0.0,3528.0,3.49629585,1758.0
1299110400,0.939073383401519,0.939073383401519,0.939073383401519,0.939073383401519,0.0,4893.0,3.4729141,3011.0
1299196800,0.9011,0.9011,0.9011,0.9011,0.0,3311.0,3.31231304,1767.0
1299283200,0.90784060666277,0.90784060666277,0.90784060666277,0.90784060666277,0.0,3547.0,3.30711769,1738.0
1299369600,0.884770973115138,0.884770973115138,0.884770973115138,0.884770973115138,0.0,3340.0,3.2074455,1775.0
1299456000,0.877583864406779,0.877583864406779,0.877583864406779,0.877583864406779,0.0,3410.0,3.17308684,1719.0
1299542400,0.866071591466979,0.866071591466979,0.866071591466979,0.866071591466979,0.0,3893.0,3.11400943,2270.0
1299628800,0.86,0.86,0.86,0.86,0.0,3353.0,3.08389438,1653.0
1299715200,0.920670309760374,0.920670309760374,0.920670309760374,0.920670309760374,0.0,2916.0,3.286687,1596.0
1299801600,0.88,0.88,0.88,0.88,0.0,3072.0,3.13277134,1718.0
1299888000,0.917815513150205,0.917815513150205,0.917815513150205,0.917815513150205,0.0,3286.0,3.23180751,2872.0
1299974400,0.89249,0.89249,0.89249,0.89249,0.0,2864.0,3.12541924,2549.0
1300060800,0.893924922852133,0.893924922852133,0.893924922852133,0.893924922852133,0.0,2899.0,3.09976092,2543.0
1300147200,0.87224,0.87224,0.87224,0.87224,0.0,3265.0,3.0094772,2725.0
1300233600,0.851211665692578,0.851211665692578,0.851211665692578,0.851211665692578,0.0,3221.0,2.90524469,3202.0
1300320000,0.82542,0.82542,0.82542,0.82542,0.0,3133.0,2.80330055,3073.0
1300406400,0.801959208065459,0.801959208065459,0.801959208065459,0.801959208065459,0.0,3336.0,2.72116816,2631.0
1300492800,0.765,0.765,0.765,0.765,0.0,2955.0,2.5915635,2901.0
1300579200,0.7415,0.7415,0.7415,0.7415,0.0,4447.0,2.50871253,3728.0
1300665600,0.75897,0.75897,0.75897,0.75897,0.0,4824.0,2.56031946,5783.0
1300752000,0.809130292811222,0.809130292811222,0.809130292811222,0.809130292811222,0.0,3967.0,2.71742347,2220.0
1300838400,0.84971,0.84971,0.84971,0.84971,0.0,6561.0,2.8434557,4225.0
1300924800,0.872374365867914,0.872374365867914,0.872374365867914,0.872374365867914,0.0,4450.0,2.88481841,2036.0
1301011200,0.88377,0.88377,0.88377,0.88377,0.0,4172.0,2.91145917,1829.0
1301097600,0.8552,0.8552,0.8552,0.8552,0.0,4838.0,2.79254753,3192.0
1301184000,0.822,0.822,0.822,0.822,0.0,4933.0,2.67675364,2343.0
1301270400,0.794740500292227,0.794740500292227,0.794740500292227,0.794740500292227,0.0,5444.0,2.58237,2977.0
1301356800,0.792509941554646,0.792509941554646,0.792509941554646,0.792509941554646,0.0,4473.0,2.56999182,2373.0
1301443200,0.789706312098189,0.789706312098189,0.789706312098189,0.789706312098189,0.0,3574.0,2.55673793,1537.0
1301529600,0.78461,0.78461,0.78461,0.78461,0.0,4121.0,2.53409399,1885.0
1301616000,0.77411,0.77411,0.77411,0.77411,0.0,3259.0,2.49434063,1387.0
1301702400,0.78199,0.78199,0.78199,0.78199,0.0,3350.0,2.51639313,1622.0
1301788800,0.779,0.779,0.779,0.779,0.0,3571.0,2.50130518,1617.0
1301875200,0.68,0.68,0.68,0.68,0.0,4753.0,2.1702087,2190.0
1301961600,0.715691834599649,0.715691834599649,0.715691834599649,0.715691834599649,0.0,4246.0,2.2785139,1881.0
1302048000,0.74,0.74,0.74,0.74,0.0,3806.0,2.35209347,1701.0
1302134400,0.7538,0.7538,0.7538,0.7538,0.0,3454.0,2.39124558,1537.0
1302220800,0.74999,0.74999,0.74999,0.74999,0.0,3674.0,2.37382641,1617.0
1302307200,0.734060517241379,0.734060517241379,0.734060517241379,0.734060517241379,0.0,3584.0,2.31988599,1556.0
1302393600,0.733156820572765,0.733156820572765,0.733156820572765,0.733156820572765,0.0,3547.0,2.31383197,1572.0
1302480000,0.770113933372297,0.770113933372297,0.770113933372297,0.770113933372297,0.0,4109.0,2.42399078,1802.0
1302566400,0.861381607831677,0.861381607831677,0.861381607831677,0.861381607831677,0.0,4258.0,2.6961135,1889.0
1302652800,0.930320058445353,0.930320058445353,0.930320058445353,0.930320058445353,0.0,4764.0,2.89135449,2220.0
1302739200,0.998629766218586,0.998629766218586,0.998629766218586,0.998629766218586,0.0,6169.0,3.07319764,2913.0
1302825600,0.983673136762127,0.983673136762127,0.983673136762127,0.983673136762127,0.0,4150.0,2.99333242,1874.0
1302912000,1.04663285797779,1.04663285797779,1.04663285797779,1.04663285797779,0.0,5128.0,3.15615233,1743.0
1302998400,1.09812209789597,1.09812209789597,1.09812209789597,1.09812209789597,0.0,4418.0,3.27386129,2109.0
1303084800,1.14943331151373,1.14943331151373,1.14943331151373,1.14943331151373,0.0,5632.0,3.37473832,2947.0
1303171200,1.18516222092344,1.18516222092344,1.18516222092344,1.18516222092344,0.0,6311.0,3.42498343,3399.0
1303257600,1.14212598480421,1.14212598480421,1.14212598480421,1.14212598480421,0.0,5358.0,3.28485981,2809.0
1303344000,1.20733887200468,1.20733887200468,1.20733887200468,1.20733887200468,0.0,4042.0,3.43905824,1759.0
1303430400,1.40450508182349,1.40450508182349,1.40450508182349,1.40450508182349,0.0,4237.0,3.90431563,1907.0
1303516800,1.82885230099357,1.82885230099357,1.82885230099357,1.82885230099357,0.0,4979.0,4.86099744,2145.0
1303603200,1.63198421975453,1.63198421975453,1.63198421975453,1.63198421975453,0.0,4821.0,4.27543628,2291.0
1303689600,1.56448363530099,1.56448363530099,1.56448363530099,1.56448363530099,0.0,5053.0,4.06113168,2342.0
1303776000,1.77084089012274,1.77084089012274,1.77084089012274,1.77084089012274,0.0,6053.0,4.51459705,3203.0
1303862400,1.9031759585038,1.9031759585038,1.9031759585038,1.9031759585038,0.0,7488.0,4.76744161,4394.0
1303948800,2.28574446580947,2.28574446580947,2.28574446580947,2.28574446580947,0.0,6130.0,5.53562475,2819.0
